Order Date,Order Id,SKU
2024-09-04 19:04:58,GS11471799/1,AT-FM-20221587
2024-09-04 19:04:58,GS11471799/2,BM-VI-20232686
2024-09-04 19:50:53,GS11471822/2,SD-SE-20233070
2024-09-04 19:50:53,GS11471822/1,PH-RE-20220126
2024-09-04 19:57:06,GS11471824/1,IN-PA-200628
2024-09-04 19:57:06,GS11471824/2,SD-TN-20224537
2024-09-04 20:10:23,GS11471830/2,BM-SR-20235369
2024-09-04 20:10:23,GS11471830/1,SI-2P-16545
2024-09-04 20:10:23,GS11471830/3,BM-NP-20235837
2024-09-04 22:08:43,GS11471895/1,BS-KE-20221914
2024-09-04 22:08:43,GS11471895/2,SI-MS-19399
2024-09-04 23:21:06,GS11471930/1,AB-XPT-20223668-C1
2024-09-04 23:21:06,GS11471930/4,RD-XP-20222162
2024-09-04 23:21:06,GS11471930/3,DK-IM-2248
2024-09-04 23:21:06,GS11471930/2,SI-UO-16080-C1
2024-09-04 23:27:53,GS11471932/2,AB-CS-22004
2024-09-04 23:27:53,GS11471932/1,AB-CS-22003
2024-09-04 23:49:17,GS11471943/2,JS-AP-20211706
2024-09-04 23:49:17,GS11471943/1,PD-WP-20221887
2024-09-05 00:03:48,GS11471947/2,AT-FM-20221587
2024-09-05 00:03:48,GS11471947/1,BM-VI-20232686
2024-09-05 00:11:59,GS11471948/1,DK-LN-21925
2024-09-05 00:11:59,GS11471948/3,TI-V1-13216
2024-09-05 00:11:59,GS11471948/2,TI-H1-21106
2024-09-05 04:27:19,GS11471968/2,BM-SE-20232871
2024-09-05 04:27:19,GS11471968/1,AT-FM-20221587
2024-09-05 05:59:37,GS11471974/1,DU-DA-20211747
2024-09-05 05:59:37,GS11471974/2,DU-DA-20211753
2024-09-05 06:34:51,GS11471982/1,SAC-BC-1099
2024-09-05 06:34:51,GS11471982/2,AT-FM-20221587
2024-09-05 06:57:59,GS11471989/1,AD-HT-20223637-C1
2024-09-05 06:57:59,GS11471989/2,SD-SU-20224267
2024-09-05 11:16:50,GS11472091/3,DU-DA-20211795
2024-09-05 11:16:50,GS11472091/2,DU-DA-20211764
2024-09-05 11:16:50,GS11472091/1,DU-DA-20211794
2024-09-05 12:20:01,GS11472122/2,SD-VH-20233210
2024-09-05 12:20:01,GS11472122/1,SI-MM-10653
2024-09-05 12:45:41,GS11472130/2,SI-KH-17904
2024-09-05 12:45:41,GS11472130/1,AB-DE-20231498
2024-09-05 13:07:33,GS11472142/2,TI-CP-12415
2024-09-05 13:07:33,GS11472142/1,TI-HD-15646
2024-09-05 13:56:57,GS11472166/1,AB-DE-20231498
2024-09-05 13:56:57,GS11472166/2,SI-KH-17904
2024-09-05 14:01:21,GS11472169/1,SD-MP-21258-C1
2024-09-05 14:01:21,GS11472169/2,SD-MP-21259-C1
2024-09-05 14:01:21,GS11472169/3,AT-KE-20222195
2024-09-05 14:21:32,GS11472178/4,SD-CCSI-20232896-C2
2024-09-05 14:21:32,GS11472178/9,SD-CCSI-20232895
2024-09-05 14:21:32,GS11472178/5,SD-CCSI-20232891
2024-09-05 14:21:32,GS11472178/6,AB-CH-20211072
2024-09-05 14:21:32,GS11472178/7,SD-SP-20232060
2024-09-05 14:21:32,GS11472178/8,AM-CH-2021530
2024-09-05 14:21:32,GS11472178/3,SD-CCSI-20233179-C2
2024-09-05 14:21:32,GS11472178/2,SD-CCSI-20232916-C3
2024-09-05 14:21:32,GS11472178/1,SI-BP-13025
2024-09-05 14:43:16,GS11472188/1,BM-SVE-20230103
2024-09-05 14:43:16,GS11472188/3,TI-ZH-15966
2024-09-05 14:43:16,GS11472188/2,DK-RS-1826
2024-09-05 16:37:31,GS11472241/1,SR-IM-20224194
2024-09-05 16:37:31,GS11472241/2,AB-VT-20234498
2024-09-05 16:40:25,GS11472242/1,SD-SV-20230024
2024-09-05 16:40:25,GS11472242/2,JS-HA-2021233
2024-09-05 18:17:26,GS11472296/2,TI-HD-18951
2024-09-05 18:17:26,GS11472296/1,TI-ZH-15966
2024-09-05 18:39:44,GS11472305/1,SD-HGT-2021475
2024-09-05 18:39:44,GS11472305/2,SI-A6-10386
2024-09-05 19:02:08,GS11472319/2,TI-FM-12010
2024-09-05 19:02:08,GS11472319/1,SD-VI-20231862
2024-09-05 19:58:53,GS11472344/1,BM-KE-20222792
2024-09-05 19:58:53,GS11472344/2,DP-MJ-21075
2024-09-05 20:11:50,GS11472350/1,AT-FM-20221587
2024-09-05 20:11:50,GS11472350/3,TI-PF-13267-C1
2024-09-05 20:11:50,GS11472350/2,TI-ZH-15968
2024-09-05 20:44:26,GS11472360/2,BM-AK-20221048
2024-09-05 20:44:26,GS11472360/1,BM-DK-20221812
2024-09-05 20:44:27,GS11472361/2,AP-MNA-20233208
2024-09-05 20:44:27,GS11472361/1,BM-AES-20232972
2024-09-05 21:14:47,GS11472376/2,TI-HD-19513
2024-09-05 21:14:47,GS11472376/1,BM-KE-20222630
2024-09-05 22:54:23,GS11472425/1,AB-UI-20224560
2024-09-05 22:54:23,GS11472425/2,IT-OT-0284
2024-09-05 23:10:39,GS11472432/1,IT-OT-0284
2024-09-05 23:10:39,GS11472432/2,BM-DK-20221790
2024-09-05 23:36:29,GS11472442/1,BM-KE-20222708
2024-09-05 23:36:29,GS11472442/3,TI-HD-19523-C1
2024-09-05 23:36:29,GS11472442/2,TI-ZH-15966
2024-09-06 01:26:23,GS11472469/1,PD-DI-20221582
2024-09-06 01:26:23,GS11472469/2,TI-MH-10900
2024-09-06 06:26:13,GS11472491/1,TP-TI-20230707
2024-09-06 06:26:13,GS11472491/2,TI-C1-16461
2024-09-06 07:53:24,GS11472513/3,SD-AE-20232763
2024-09-06 07:53:24,GS11472513/1,SI-S6-13828
2024-09-06 07:53:24,GS11472513/2,SI-CS-10095
2024-09-06 08:50:48,GS11472535/2,AB-IN-2021521
2024-09-06 08:50:48,GS11472535/1,SH-SI-20232088
2024-09-06 08:56:31,GS11472538/2,AB-KE-21675
2024-09-06 08:56:31,GS11472538/1,DK-PM-2150
2024-09-06 08:56:31,GS11472538/3,SD-AK-21340
2024-09-06 09:45:07,GS11472557/1,SD-SP-20232050
2024-09-06 09:45:07,GS11472557/2,SS-pt-Y-004
2024-09-06 10:02:14,GS11472564/1,AP-FM-20235936
2024-09-06 10:02:14,GS11472564/2,BM-SE-20232871
2024-09-06 10:07:51,GS11472566/1,TI-1K-10834
2024-09-06 10:07:51,GS11472566/2,TI-1S-10844
2024-09-06 10:20:48,GS11472573/2,AB-SA-200082
2024-09-06 10:20:48,GS11472573/1,DK-GRAI-21844
2024-09-06 11:19:14,GS11472602/2,TI-Y7-13407
2024-09-06 11:19:14,GS11472602/1,SI-H3-15145
2024-09-06 11:51:42,GS11472617/2,SI-YH-17003
2024-09-06 11:51:42,GS11472617/1,BM-MN-20233935
2024-09-06 12:05:17,GS11472629/1,TI-HD-19523-C1
2024-09-06 12:05:17,GS11472629/2,AM-CP-2021281-C1
2024-09-06 12:06:57,GS11472632/2,AT-UI-20223938
2024-09-06 12:06:57,GS11472632/1,IS-AP-20235237
2024-09-06 12:08:11,GS11472633/1,TI-ZH-15968
2024-09-06 12:08:11,GS11472633/2,AT-FM-20221587
2024-09-06 13:02:51,GS11472660/1,TI-E0-21474
2024-09-06 13:02:51,GS11472660/3,AG-EM-20234992
2024-09-06 13:02:51,GS11472660/4,JS-HA-2021132
2024-09-06 13:02:51,GS11472660/2,TI-E1-21486
2024-09-06 13:19:20,GS11472670/1,BM-VI-20232686
2024-09-06 13:19:20,GS11472670/2,AT-FM-20221587
2024-09-06 13:54:02,GS11472680/2,AT-KE-20221937
2024-09-06 13:54:02,GS11472680/1,TI-HD-20892
2024-09-06 14:07:57,GS11472688/2,TI-T-12440
2024-09-06 14:07:57,GS11472688/1,TI-WL-17577
2024-09-06 15:02:42,GS11472709/1,BM-SE-20232871
2024-09-06 15:02:42,GS11472709/2,AT-FM-20221587
2024-09-06 15:08:59,GS11472713/1,BM-KDM-20222307
2024-09-06 15:08:59,GS11472713/2,TI-MR-17547
2024-09-06 15:26:17,GS11472719/2,JS-RSN-20211841
2024-09-06 15:26:17,GS11472719/1,SS-CH-4037
2024-09-06 15:26:17,GS11472719/3,BM-VI-20232504
2024-09-06 17:02:21,GS11472756/1,BM-DA-20211898
2024-09-06 17:02:21,GS11472756/2,SJ-AA-20211233
2024-09-06 17:13:08,GS11472762/2,TI-V2-11234
2024-09-06 17:13:08,GS11472762/1,DK-BJ-01
2024-09-06 17:24:53,GS11472767/2,JS-DA-20211823-C1
2024-09-06 17:24:53,GS11472767/1,TI-JF-21239
2024-09-06 17:45:24,GS11472775/1,SI-HH-13807
2024-09-06 17:45:24,GS11472775/2,ST-TA-2021261
2024-09-06 18:00:32,GS11472781/1,DP-GT-21015
2024-09-06 18:00:32,GS11472781/2,AP-RE-20233778
2024-09-06 19:18:58,GS11472805/1,TI-ZH-15966
2024-09-06 19:18:58,GS11472805/2,TI-PF-13267-C1
2024-09-06 19:24:25,GS11472806/2,TI-I1-13204
2024-09-06 19:24:25,GS11472806/1,AB-EL-20230290
2024-09-06 19:25:43,GS11472807/2,AT-FM-20221587
2024-09-06 19:25:43,GS11472807/1,DK-BJ-01
2024-09-06 20:14:29,GS11472834/2,AB-IG-2021566
2024-09-06 20:14:29,GS11472834/3,TI-AB-13064
2024-09-06 20:14:29,GS11472834/4,AB-EL-20232969
2024-09-06 20:14:29,GS11472834/1,VP-VE-20232511
2024-09-06 20:16:03,GS11472836/1,DU-MN-20212602
2024-09-06 20:16:03,GS11472836/2,DU-SA-20212673
2024-09-06 20:16:45,GS11472837/2,AB-EL-20232998
2024-09-06 20:16:45,GS11472837/1,CM-PB-21961
2024-09-06 20:21:31,GS11472840/1,TI-PF-13267-C1
2024-09-06 20:21:31,GS11472840/2,DK-TA-1004
2024-09-06 21:09:25,GS11472857/1,BM-ST-20222928
2024-09-06 21:09:25,GS11472857/2,AB-KT-20223912
2024-09-06 21:18:44,GS11472864/2,TP-BT-20230842
2024-09-06 21:18:44,GS11472864/1,TP-BT-20230848
2024-09-06 21:48:47,GS11472871/1,PD-KDM-20222494
2024-09-06 21:48:47,GS11472871/2,SD-ACK-20231232
